epoch,train_loss,val_loss,train_acc,val_acc
1,1.1923423008737302,1.0644782072511212,57.44708994708995,59.98456790123457
2,0.8076825453791507,0.6577711796819283,71.56746031746032,76.57407407407408
3,0.6823628517714414,0.5899590385958479,75.91269841269842,78.33333333333333
4,0.5961989372905667,0.5257717929596971,78.88227513227513,82.63888888888889
5,0.501989554527194,0.3998566482748304,82.91005291005291,86.25
6,0.4446857317683561,0.40966873281988603,84.65608465608466,86.86728395061728
7,0.3855071312277312,1.4930735344957249,86.59391534391534,70.61728395061728
8,0.36632703899171587,0.3654547766805282,87.71825396825396,87.48456790123457
9,0.3163201503187859,0.4823018578179364,89.06084656084656,83.70370370370371
10,0.29613159887539914,0.2930422754306805,89.8478835978836,90.12345679012346
11,0.2590660115203822,0.3821002206044831,91.21693121693121,88.07098765432099
12,0.24477602551685326,0.23327026681359767,91.4484126984127,92.05246913580247
13,0.22642481039587337,0.21788878693002198,92.32804232804233,92.46913580246914
14,0.2150237242874333,0.27716329148764096,92.78439153439153,90.54012345679013
15,0.1842086996615374,0.16115469060691412,93.61111111111111,94.53703703703704
16,0.19028964423698552,0.20430804202745995,93.6441798941799,93.0246913580247
17,0.17284457353642702,0.1591465526278787,93.92857142857143,94.45987654320987
18,0.16341995834973475,0.1808626059295949,94.26587301587301,94.04320987654322
19,0.15783722027663702,0.1769398105069261,94.66269841269842,93.87345679012346
20,0.1061051971511423,0.11827008103896758,96.43518518518519,96.09567901234568
21,0.09837583465950592,0.11433079312303163,96.51455026455027,96.12654320987654
22,0.08929717695305073,0.13264368160678247,96.7526455026455,95.54012345679013
23,0.09190738772831653,0.09733440066811633,96.85185185185185,96.74382716049382
24,0.08472113786009287,0.13402806717691385,97.03042328042328,95.66358024691358
25,0.0816706644881115,0.1915510131202161,97.08994708994709,93.75
26,0.0855414747382587,0.10908018038355805,97.03703703703704,96.51234567901234
27,0.07984262801377973,0.1136671154383625,97.23544973544973,96.48148148148148
28,0.05633083003574104,0.09435055624255498,97.89682539682539,96.99074074074075
29,0.04950067457281758,0.08080080682681323,98.26058201058201,97.5
30,0.046724004602925084,0.08660003802225251,98.41931216931216,97.14506172839506
31,0.04745856248138642,0.08988438817796301,98.26058201058201,97.19135802469135
32,0.04295517382514466,0.08911631133389003,98.505291005291,97.23765432098766
33,0.04631410181948405,0.10120724205540153,98.39285714285714,96.79012345679013
34,0.03471216464801111,0.08142895391354282,98.86243386243386,97.56172839506173
35,0.03549838974651286,0.0881407308900325,98.6574074074074,97.43827160493827
36,0.03245029631910066,0.08888028340392375,98.88227513227513,97.17592592592592
37,0.02946758773403063,0.08206480768683545,98.95502645502646,97.63888888888889
38,0.023066646279176466,0.08055688395523902,99.26587301587301,97.63888888888889
39,0.02668777236113931,0.08336921877888939,99.10714285714286,97.68518518518519
40,0.032031584029843005,0.08287644047497111,98.92195767195767,97.5
41,0.027664249152266056,0.08460294952341688,99.02116402116403,97.60802469135803
42,0.02521523265042549,0.09383891186799644,99.23280423280423,97.20679012345678
43,0.0256198363677189,0.09139451991796511,98.994708994709,97.28395061728395
44,0.020219082833986667,0.07272737665435075,99.28571428571429,97.97839506172839
45,0.01799956255308259,0.0827683320129491,99.4510582010582,97.68518518518519
46,0.018529544893042926,0.07669268742695753,99.3452380952381,97.94753086419753
47,0.01804373186132964,0.0753633731150635,99.46428571428571,97.77777777777777
48,0.01629149878998612,0.0764186951426991,99.51058201058201,97.73148148148148
49,0.01584499922782098,0.08041719562825524,99.49074074074075,97.8858024691358
50,0.014598590858690697,0.07553939283155926,99.57010582010582,97.8858024691358
