epoch,train_loss,val_loss,train_acc,val_acc
1,2.3675737682777114,2.338738443804722,10.13888888888889,10.216049382716049
2,2.3348464221390994,10.393812805998559,10.37037037037037,9.907407407407407
3,2.326974582068528,2.4959981605118395,10.337301587301587,10.987654320987655
4,2.3156957525744217,2.307663590300317,10.787037037037036,10.200617283950617
5,2.317419670805146,2.3095527186113247,11.051587301587302,10.848765432098766
6,2.309937489183643,2.3050597321753408,10.615079365079366,11.095679012345679
7,2.306912641485029,2.304946326741985,10.667989417989418,10.478395061728396
8,2.3022956546348863,2.311939950082816,11.461640211640212,10.50925925925926
9,2.3009690675051404,2.3055895450068453,10.906084656084657,11.11111111111111
10,2.2990551346967996,2.2983671146280624,11.375661375661375,11.651234567901234
11,2.2989040044792595,2.3021825131248024,11.084656084656086,10.925925925925926
12,2.2959551821278117,2.299629328297634,11.164021164021165,9.645061728395062
13,2.295252969999354,2.29889096699509,11.084656084656086,11.589506172839506
14,2.293090276074309,2.3022256855871164,11.031746031746032,10.864197530864198
15,2.2880943887847387,2.2949033952226827,11.706349206349206,11.435185185185185
16,2.2874278187248778,2.292764803942512,11.62037037037037,11.080246913580247
17,2.287387231231239,2.294922576231115,11.825396825396826,11.481481481481481
18,2.285860313141899,2.291554289705613,11.534391534391535,11.697530864197532
19,2.283707272654344,2.337088797606674,11.329365079365079,11.188271604938272
20,2.2839858230156236,2.3049403569277596,11.355820105820106,11.11111111111111
21,2.283238494446509,2.294335066103468,11.825396825396826,10.910493827160494
22,2.285548546143222,2.289776598705965,11.633597883597883,11.512345679012345
23,2.2806901700386013,2.290065195046219,11.845238095238095,11.033950617283951
24,2.2789452548771467,2.2854208969602396,11.706349206349206,11.296296296296296
25,2.277956077318151,2.2872947805068073,11.56084656084656,10.648148148148149
26,2.2758099248137653,2.2886111315558937,11.937830687830688,10.895061728395062
27,2.2743141812111256,2.299693509644153,12.076719576719576,11.682098765432098
28,2.2730395290922014,2.2896961464601406,12.195767195767196,11.32716049382716
