epoch,train_loss,val_loss,train_acc,val_acc
1,1.7846712879600284,62.99927659340093,30.03968253968254,13.08641975308642
2,1.5004129051910142,51.49268782667338,40.886243386243386,14.398148148148149
3,1.3880156093369578,55.479683035112956,44.98677248677249,19.35185185185185
4,1.3060369647834569,51.65650882626989,48.3531746031746,20.324074074074073
5,1.246664712469371,36.525661520182794,50.72089947089947,21.064814814814813
6,1.2120462637119012,115.67187691674444,52.182539682539684,12.114197530864198
7,1.164698645378016,67.78891966025817,54.107142857142854,16.75925925925926
8,1.1569345684182568,33.03068790529749,54.226190476190474,19.72222222222222
9,1.1176953374961467,89.02714997089555,55.56878306878307,14.429012345679013
10,1.038611904385226,108.05690911015853,58.80291005291005,19.12037037037037
11,1.0187866079126806,115.22598106872859,59.37169312169312,19.012345679012345
12,1.0034826516349018,154.07194960645853,59.87433862433863,19.737654320987655
13,0.9978333554106585,163.82156373949474,59.854497354497354,19.089506172839506
14,0.9427189438842064,165.45858634986314,62.01058201058201,20.29320987654321
15,0.9232839760518226,156.1217146342611,62.883597883597886,20.679012345679013
16,0.9153830804104028,169.0903832571847,63.28042328042328,19.660493827160494
17,0.9051621695527566,196.37387326433154,63.214285714285715,20.09259259259259
18,0.8791001005606218,223.08518906767145,64.82804232804233,18.395061728395063
19,0.8726943285218253,221.7514349838783,64.6494708994709,16.419753086419753
20,0.8663445420673483,208.81144225773554,64.98677248677248,19.567901234567902
21,0.8643722473062874,218.23646740842923,65.15873015873017,18.641975308641975
22,0.842703114415324,217.45543338042762,65.91931216931216,16.48148148148148
23,0.8393463540278832,230.16202374162344,65.5026455026455,16.62037037037037
24,0.8365497009446706,231.2391929814381,66.41534391534391,16.666666666666668
25,0.8329558203008663,215.58284740729871,66.28968253968254,17.561728395061728
