epoch,train_loss,val_loss,train_acc,val_acc
1,1.8691761186857263,2.809832161548091,23.511904761904763,21.666666666666668
2,1.601294948078912,3.0121996753356037,36.67989417989418,30.246913580246915
3,1.4905154730197248,3.883454404625238,40.085978835978835,31.48148148148148
4,1.440916232921906,3.25650088226094,42.0568783068783,35.78703703703704
5,1.3819195223257008,5.719475510073643,44.66931216931217,35.78703703703704
6,1.3400419407253024,9.865035433395237,46.21031746031746,33.30246913580247
7,1.3077277246909806,15.210699079083462,47.473544973544975,31.064814814814813
8,1.2700688849018595,17.0964746428471,49.78835978835979,26.09567901234568
9,1.1746263046304888,15.5830402841755,53.16798941798942,24.35185185185185
10,1.1551431631237143,13.78498176499909,53.69708994708995,25.23148148148148
11,1.134696978556959,14.525154450360466,54.08730158730159,24.33641975308642
12,1.1158941214597677,15.299396211025762,55.11243386243386,20.74074074074074
13,1.0705102556365451,15.760457366120582,57.03042328042328,20.13888888888889
14,1.0500727484497843,13.844185408423929,57.61904761904762,24.76851851851852
15,1.0439063765831638,17.013558158687516,57.705026455026456,21.049382716049383
16,1.0303995802935668,22.820987617268283,58.392857142857146,28.564814814814813
17,1.0027041510690617,20.03194408790738,59.57010582010582,26.558641975308642
18,0.9956603075381573,25.39626843321557,59.72883597883598,28.950617283950617
19,0.9881668136089663,34.43201727960624,59.92724867724868,29.35185185185185
20,0.9808966338885987,30.752407274994194,60.06613756613756,27.314814814814813
21,0.9624536475048789,34.18418686530169,60.767195767195766,29.367283950617285
22,0.9599452838616029,38.6891481923122,60.945767195767196,27.57716049382716
23,0.9575714886440003,36.86917467678295,61.07142857142857,28.364197530864196
24,0.9499472606031201,38.54582084393969,60.99867724867725,29.19753086419753
